Textbook_ID,ISBN,Publication_Date,Publication_Mode,Customer ID,Customer Name,Country,City,State,Postal Code,Region,Product ID,Category,Roaring_Content_type,Quantity,Discount,Profit,Roaring_Page_Number,Roaring_Sound_Length,Roaring_Sound_Frequency,Roaring_Sound_Intensity,Roaring_Sound_Location,Roaring_Sound_Size,Roaring_Visual_Effect_Duration,Roaring_Visual_Effect_Illustrator
4378,CA-2014-166954,25-04-2014,Standard Class,BT-11305,Beth Thompson,United States,San Gabriel,California,91776,West,FUR-CH-10003973,Furniture,1487.04,5,0.2,148.704,87,140,24,57,27.90279372,1487.04,92700,101.38
2615,CA-2014-147298,26-04-2014,Standard Class,AG-10300,Aleksandra Gannaway,United States,Los Angeles,California,90049,West,FUR-CH-10004886,Furniture,230.28,3,0.2,23.028,90,135,20,58,21.6123558,230.28,92935,101.38
2616,CA-2014-147298,26-04-2014,Standard Class,AG-10300,Aleksandra Gannaway,United States,Los Angeles,California,90049,West,OFF-BI-10001525,Office Supplies,18.288,6,0.2,5.715,91,128,25,53,28.54434519,18.288,93170,101.38
7197,CA-2014-116785,26-04-2014,Standard Class,MH-17290,Marc Harrigan,United States,Los Angeles,California,90036,West,OFF-AR-10003504,Office Supplies,21.4,5,0,6.206,96,134,20,51,29.30286773,21.4,93405,101.38
7198,CA-2014-116785,26-04-2014,Standard Class,MH-17290,Marc Harrigan,United States,Los Angeles,California,90036,West,OFF-LA-10000305,Office Supplies,12.6,2,0,5.796,92,127,22,52,32.01124384,12.6,93640,101.38
1774,CA-2014-118976,28-04-2014,Standard Class,MY-18295,Muhammed Yedwab,United States,Baltimore,Maryland,21215,East,OFF-BI-10001628,Office Supplies,20.86,2,0,9.387,82,121,14,85,37.05199903,20.86,93875,101.39
1775,CA-2014-118976,28-04-2014,Standard Class,MY-18295,Muhammed Yedwab,United States,Baltimore,Maryland,21215,East,OFF-ST-10000877,Office Supplies,497.61,9,0,129.3786,79,121,15,86,36.62056122,497.61,94110,101.4
1776,CA-2014-118976,28-04-2014,Standard Class,MY-18295,Muhammed Yedwab,United States,Baltimore,Maryland,21215,East,OFF-AR-10004752,Office Supplies,5.34,2,0,1.4952,84,123,15,94,37.09246303,5.34,94345,101.4
1777,CA-2014-118976,28-04-2014,Standard Class,MY-18295,Muhammed Yedwab,United States,Baltimore,Maryland,21215,East,OFF-LA-10000452,Office Supplies,3.15,1,0,1.512,84,115,13,87,36.51895498,3.15,94580,101.41
3609,CA-2014-140228,28-04-2014,Standard Class,GB-14530,George Bell,United States,Newark,Ohio,43055,East,OFF-LA-10001613,Office Supplies,6.912,3,0.2,2.5056,79,115,15,92,36.15347087,6.912,94815,101.42
3610,CA-2014-140228,28-04-2014,Standard Class,GB-14530,George Bell,United States,Newark,Ohio,43055,East,OFF-ST-10002214,Office Supplies,27.096,3,0.2,2.0322,78,119,14,89,36.95939696,27.096,95050,101.42
3611,CA-2014-140228,28-04-2014,Standard Class,GB-14530,George Bell,United States,Newark,Ohio,43055,East,OFF-ST-10001128,Office Supplies,177.568,2,0.2,-37.7332,83,120,13,76,36.1238223,177.568,95285,101.43
8452,CA-2014-131387,28-04-2014,First Class,AI-10855,Arianne Irving,United States,San Francisco,California,94122,West,TEC-PH-10001459,Technology,1679.96,5,0.2,125.997,76,121,16,89,36.84072206,1679.96,95520,101.43
8921,CA-2014-132983,28-04-2014,Standard Class,DS-13180,David Smith,United States,Jamestown,New York,14701,East,TEC-AC-10000736,Technology,159.98,2,0,57.5928,78,115,12,95,36.64850353,159.98,95755,101.43
885,CA-2014-134061,29-04-2014,Standard Class,LL-16840,Lauren Leatherbury,United States,Rochester,New York,14609,East,FUR-FU-10001424,Furniture,17.46,2,0,5.9364,84,117,12,67,36.84326956,17.46,95990,101.43
2891,CA-2014-142727,29-04-2014,Second Class,HG-14845,Harry Greene,United States,Lake Charles,Louisiana,70601,South,FUR-CH-10002304,Furniture,51.96,2,0,12.99,78,120,12,74,36.82969741,51.96,96225,101.43
2892,CA-2014-142727,29-04-2014,Second Class,HG-14845,Harry Greene,United States,Lake Charles,Louisiana,70601,South,OFF-BI-10000136,Office Supplies,17.94,3,0,8.6112,84,118,15,64,36.5756151,17.94,96460,101.44
6375,CA-2014-107811,29-04-2014,Standard Class,LA-16780,Laura Armstrong,United States,Memphis,Tennessee,38109,South,FUR-CH-10001394,Furniture,561.584,2,0.2,70.198,79,123,13,70,37.10494305,561.584,96695,101.44
6376,CA-2014-107811,29-04-2014,Standard Class,LA-16780,Laura Armstrong,United States,Memphis,Tennessee,38109,South,OFF-ST-10000798,Office Supplies,99.92,5,0.2,-1.249,84,117,16,81,36.14875003,99.92,96930,101.45
8267,CA-2014-118304,29-04-2014,Standard Class,KH-16360,Katherine Hughes,United States,Dover,Delaware,19901,East,TEC-PH-10000376,Technology,19.98,2,0,5.1948,82,124,13,88,36.74569001,19.98,97165,101.46
5005,CA-2014-156006,30-04-2014,Second Class,TM-21010,Tamara Manning,United States,Jackson,Mississippi,39212,South,TEC-AC-10002550,Technology,47.79,3,0,16.2486,80,121,16,83,36.73190361,47.79,97400,101.46
8636,CA-2014-160094,30-04-2014,First Class,JM-16195,Justin MacKendrick,United States,Louisville,Kentucky,40214,South,OFF-AR-10004010,Office Supplies,174.95,5,0,45.487,82,123,15,90,36.16206891,174.95,97635,101.47
8637,CA-2014-160094,30-04-2014,First Class,JM-16195,Justin MacKendrick,United States,Louisville,Kentucky,40214,South,OFF-ST-10000585,Office Supplies,826,5,0,214.76,79,123,16,66,36.50506815,826,97870,101.47
5825,CA-2014-115056,02-05-2014,Same Day,AR-10510,Andrew Roberts,United States,Columbus,Ohio,43229,East,OFF-AP-10003971,Office Supplies,26.136,3,0.2,1.9602,85,118,15,84,36.22065002,26.136,98105,101.47
7037,CA-2014-124618,02-05-2014,Second Class,CS-11860,Cari Schnelling,United States,Lakeland,Florida,33801,South,TEC-CO-10004202,Technology,479.984,2,0.2,89.997,81,122,16,77,36.4270557,479.984,98340,101.47
1553,CA-2014-130274,03-05-2014,First Class,JS-15940,Joni Sundaresam,United States,Appleton,Wisconsin,54915,Central,OFF-LA-10002195,Office Supplies,21.56,7,0,10.3488,83,121,16,68,36.9551185,21.56,98575,101.47
3862,CA-2014-135755,03-05-2014,Standard Class,NC-18415,Nathan Cano,United States,Yonkers,New York,10701,East,OFF-BI-10004828,Office Supplies,40.176,3,0.2,14.5638,78,118,13,72,36.6656701,40.176,98810,101.46
3863,CA-2014-135755,03-05-2014,Standard Class,NC-18415,Nathan Cano,United States,Yonkers,New York,10701,East,OFF-BI-10003981,Office Supplies,10.896,3,0.2,3.9498,77,121,13,84,36.42609568,10.896,99045,101.46
1166,CA-2014-117709,04-05-2014,Standard Class,PM-18940,Paul MacIntyre,United States,Jackson,Michigan,49201,Central,OFF-BI-10001294,Office Supplies,46.8,4,0,21.06,81,120,13,75,36.39014932,46.8,99280,101.46
1460,CA-2014-155271,04-05-2014,Same Day,AA-10480,Andrew Allen,United States,Middletown,Connecticut,6457,East,FUR-FU-10001473,Furniture,27.46,2,0,9.8856,76,124,13,86,37.1651808,27.46,99515,101.45
7296,CA-2014-111899,04-05-2014,First Class,NC-18340,Nat Carroll,United States,Houston,Texas,77036,Central,OFF-AR-10001725,Office Supplies,37.84,2,0.2,2.838,85,122,12,96,36.84892347,37.84,99750,101.44
7297,CA-2014-111899,04-05-2014,First Class,NC-18340,Nat Carroll,United States,Houston,Texas,77036,Central,OFF-FA-10000840,Office Supplies,5.472,6,0.2,1.8468,85,117,14,82,37.1162193,5.472,99985,101.44
7999,US-2014-148194,04-05-2014,First Class,BS-11365,Bill Shonely,United States,Seattle,Washington,98105,West,FUR-FU-10001852,Furniture,12.18,7,0,3.8976,76,121,12,72,36.1474872,12.18,100220,101.44
8000,US-2014-148194,04-05-2014,First Class,BS-11365,Bill Shonely,United States,Seattle,Washington,98105,West,OFF-AP-10000696,Office Supplies,57.68,4,0,19.0344,81,124,13,79,36.11720101,57.68,100455,101.43
4212,CA-2014-166457,05-05-2014,Second Class,PF-19120,Peter Fuller,United States,Richmond,Kentucky,40475,South,OFF-PA-10003016,Office Supplies,9.42,3,0,4.239,82,125,16,72,36.31952259,9.42,100690,101.42
4213,CA-2014-166457,05-05-2014,Second Class,PF-19120,Peter Fuller,United States,Richmond,Kentucky,40475,South,OFF-AR-10003651,Office Supplies,6.56,2,0,1.9024,80,118,15,99,36.13617669,6.56,100925,101.41
4214,CA-2014-166457,05-05-2014,Second Class,PF-19120,Peter Fuller,United States,Richmond,Kentucky,40475,South,OFF-PA-10001363,Office Supplies,24.56,2,0,11.5432,80,123,16,88,36.13893341,24.56,101160,101.4
4560,CA-2014-110219,05-05-2014,First Class,EB-13870,Emily Burns,United States,San Antonio,Texas,78207,Central,FUR-CH-10001146,Furniture,127.869,3,0.3,-9.1335,81,115,12,81,36.77461092,127.869,101395,101.4
4656,CA-2014-160738,05-05-2014,Standard Class,KH-16330,Katharine Harms,United States,Freeport,Illinois,61032,Central,OFF-ST-10003442,Office Supplies,45.248,2,0.2,3.9592,82,119,16,78,36.49459075,45.248,101630,101.39
8596,CA-2014-111934,05-05-2014,First Class,GD-14590,Giulietta Dortch,United States,Arlington,Virginia,22204,South,OFF-BI-10004364,Office Supplies,11.88,2,0,5.346,83,117,12,69,36.46432298,11.88,101865,101.38
8597,CA-2014-111934,05-05-2014,First Class,GD-14590,Giulietta Dortch,United States,Arlington,Virginia,22204,South,OFF-PA-10000474,Office Supplies,35.44,1,0,16.6568,81,122,16,99,37.02269492,35.44,102100,101.36
1335,CA-2014-121664,06-05-2014,Standard Class,HP-14815,Harold Pawlan,United States,Los Angeles,California,90049,West,OFF-BI-10003684,Office Supplies,140.736,8,0.2,52.776,83,118,13,70,36.13570093,140.736,102335,101.35
4410,US-2014-154879,06-05-2014,Standard Class,SN-20710,Steve Nguyen,United States,Los Angeles,California,90004,West,OFF-LA-10004425,Office Supplies,5.78,2,0,2.7166,83,115,15,91,37.19378014,5.78,102570,101.34
4411,US-2014-154879,06-05-2014,Standard Class,SN-20710,Steve Nguyen,United States,Los Angeles,California,90004,West,OFF-AR-10001897,Office Supplies,107.94,6,0,30.2232,81,120,12,65,36.93015527,107.94,102805,101.34
6563,CA-2014-166086,07-05-2014,Standard Class,CT-11995,Carol Triggs,United States,Lawrence,Massachusetts,1841,East,OFF-BI-10001078,Office Supplies,16.14,3,0,7.9086,75,117,16,100,36.34398461,16.14,103040,101.33
6564,CA-2014-166086,07-05-2014,Standard Class,CT-11995,Carol Triggs,United States,Lawrence,Massachusetts,1841,East,FUR-TA-10003469,Furniture,194.25,2,0.3,-38.85,79,119,15,91,37.10415252,194.25,103275,101.32
6565,CA-2014-166086,07-05-2014,Standard Class,CT-11995,Carol Triggs,United States,Lawrence,Massachusetts,1841,East,OFF-AR-10002578,Office Supplies,8.64,3,0,2.5056,81,115,14,96,36.67299385,8.64,103510,101.31
6566,CA-2014-166086,07-05-2014,Standard Class,CT-11995,Carol Triggs,United States,Lawrence,Massachusetts,1841,East,FUR-CH-10004675,Furniture,872.32,4,0,244.2496,73,129,13,82,40.19349636,872.32,103745,101.3
8800,CA-2014-116666,08-05-2014,First Class,KT-16480,Kean Thornton,United States,Philadelphia,Pennsylvania,19134,East,TEC-CO-10001449,Technology,1799.97,5,0.4,239.996,72,130,16,93,40.07768336,1799.97,103980,101.29
825,US-2014-102071,09-05-2014,Standard Class,PG-18820,Patrick Gardner,United States,San Francisco,California,94110,West,TEC-AC-10003441,Technology,67.8,4,0,4.068,71,134,13,94,39.18937392,67.8,104215,101.28
826,US-2014-102071,09-05-2014,Standard Class,PG-18820,Patrick Gardner,United States,San Francisco,California,94110,West,TEC-AC-10000109,Technology,167.97,3,0,40.3128,74,135,14,93,40.00646544,167.97,104450,101.27
3538,CA-2014-158771,09-05-2014,Same Day,SB-20290,Sean Braxton,United States,Henderson,Kentucky,42420,South,OFF-ST-10000107,Office Supplies,83.25,3,0,14.985,72,135,13,90,39.21313002,83.25,104685,101.26
3539,CA-2014-158771,09-05-2014,Same Day,SB-20290,Sean Braxton,United States,Henderson,Kentucky,42420,South,OFF-LA-10001641,Office Supplies,9.45,3,0,4.536,75,131,16,83,39.73700587,9.45,104920,101.25
3540,CA-2014-158771,09-05-2014,Same Day,SB-20290,Sean Braxton,United States,Henderson,Kentucky,42420,South,OFF-LA-10003121,Office Supplies,20.65,5,0,9.499,74,129,15,81,40.089933,20.65,105155,101.24
3541,CA-2014-158771,09-05-2014,Same Day,SB-20290,Sean Braxton,United States,Henderson,Kentucky,42420,South,OFF-PA-10002689,Office Supplies,45.36,7,0,21.7728,74,130,12,89,39.65830401,45.36,105390,101.24
5197,CA-2014-159709,10-05-2014,Standard Class,AI-10855,Arianne Irving,United States,Kent,Washington,98031,West,OFF-EN-10001434,Office Supplies,158.13,3,0,77.4837,70,133,13,89,39.75130112,158.13,105625,101.23
5198,CA-2014-159709,10-05-2014,Standard Class,AI-10855,Arianne Irving,United States,Kent,Washington,98031,West,TEC-PH-10003988,Technology,43.6,5,0.2,4.36,75,129,15,81,39.4141708,43.6,105860,101.22
7555,CA-2014-114181,10-05-2014,Second Class,AF-10885,Art Foster,United States,Philadelphia,Pennsylvania,19134,East,FUR-BO-10004467,Furniture,349.965,7,0.5,-216.9783,70,131,14,84,39.47998968,349.965,106095,101.21
7556,CA-2014-114181,10-05-2014,Second Class,AF-10885,Art Foster,United States,Philadelphia,Pennsylvania,19134,East,OFF-AR-10000716,Office Supplies,22.32,5,0.2,5.301,72,134,16,95,39.85724078,22.32,106330,101.2
9197,CA-2014-103310,10-05-2014,Standard Class,GM-14680,Greg Matthias,United States,San Jose,California,95123,West,OFF-PA-10004353,Office Supplies,39.96,2,0,19.1808,73,129,16,80,39.82286524,39.96,106565,101.2
9198,CA-2014-103310,10-05-2014,Standard Class,GM-14680,Greg Matthias,United States,San Jose,California,95123,West,TEC-PH-10001817,Technology,1432,5,0.2,125.3,71,134,14,95,39.31898382,1432,106800,101.19
9199,CA-2014-103310,10-05-2014,Standard Class,GM-14680,Greg Matthias,United States,San Jose,California,95123,West,OFF-SU-10004737,Office Supplies,41.04,6,0,11.0808,75,133,13,84,39.66017788,41.04,107035,101.18
9200,CA-2014-103310,10-05-2014,Standard Class,GM-14680,Greg Matthias,United States,San Jose,California,95123,West,FUR-CH-10002320,Furniture,256.784,1,0.2,32.098,71,129,12,88,39.32976526,256.784,107270,101.18
544,CA-2014-103849,11-05-2014,Standard Class,PG-18895,Paul Gonzalez,United States,Fort Worth,Texas,76106,Central,TEC-AC-10001465,Technology,58.112,2,0.2,7.264,74,129,15,89,39.97651968,58.112,107505,101.17
545,CA-2014-103849,11-05-2014,Standard Class,PG-18895,Paul Gonzalez,United States,Fort Worth,Texas,76106,Central,TEC-PH-10002597,Technology,100.792,1,0.2,6.2995,75,131,12,85,39.58823762,100.792,107740,101.16
546,CA-2014-103849,11-05-2014,Standard Class,PG-18895,Paul Gonzalez,United States,Fort Worth,Texas,76106,Central,FUR-FU-10000723,Furniture,66.112,4,0.6,-84.2928,75,132,12,92,39.85984361,66.112,107975,101.15
1759,CA-2014-139017,11-05-2014,Standard Class,RM-19375,Raymond Messe,United States,Houston,Texas,77095,Central,TEC-AC-10001013,Technology,46.864,2,0.2,7.6154,75,135,12,94,40.19337127,46.864,108210,101.15
4125,CA-2014-127523,11-05-2014,Standard Class,BG-11695,Brooke Gillingham,United States,Watertown,New York,13601,East,OFF-AP-10004249,Office Supplies,35.91,3,0,9.6957,72,131,16,89,39.24906138,35.91,108445,101.14
9429,CA-2014-152100,11-05-2014,Standard Class,VW-21775,Victoria Wilson,United States,Huntsville,Texas,77340,Central,FUR-CH-10000015,Furniture,1212.96,8,0.3,-69.312,94,145,33,106,36.45185288,1212.96,108680,101.13
9590,CA-2014-119172,11-05-2014,Standard Class,HD-14785,Harold Dahlen,United States,Chicago,Illinois,60610,Central,OFF-PA-10003036,Office Supplies,17.472,3,0.2,5.6784,92,143,33,109,36.35697438,17.472,108915,101.12
9591,CA-2014-119172,11-05-2014,Standard Class,HD-14785,Harold Dahlen,United States,Chicago,Illinois,60610,Central,OFF-BI-10002026,Office Supplies,104.58,9,0.8,-172.557,92,144,30,102,36.39530809,104.58,109150,101.12
1658,CA-2014-127159,12-05-2014,First Class,HL-15040,Hunter Lopez,United States,Milwaukee,Wisconsin,53209,Central,FUR-FU-10000010,Furniture,34.79,7,0,10.7849,85,145,30,101,36.24660742,34.79,109385,101.11
2747,CA-2014-155887,12-05-2014,Standard Class,KT-16480,Kean Thornton,United States,Franklin,Massachusetts,2038,East,FUR-TA-10002228,Furniture,700.056,3,0.3,-130.0104,80,145,34,108,36.86773882,700.056,109620,101.1
18,CA-2014-167164,13-05-2014,Second Class,AG-10270,Alejandro Grove,United States,West Jordan,Utah,84084,West,OFF-ST-10000107,Office Supplies,55.5,2,0,9.99,93,144,30,105,37.04717668,55.5,109855,101.1
1887,CA-2014-140165,13-05-2014,First Class,EH-14005,Erica Hernandez,United States,Hialeah,Florida,33012,South,OFF-FA-10002815,Office Supplies,7.104,2,0.2,2.3976,93,145,34,100,36.50131338,7.104,110090,101.09
1888,CA-2014-140165,13-05-2014,First Class,EH-14005,Erica Hernandez,United States,Hialeah,Florida,33012,South,OFF-BI-10004519,Office Supplies,398.352,8,0.7,-331.96,93,140,32,100,36.34217765,398.352,110325,101.08
3217,CA-2014-114433,13-05-2014,Standard Class,NP-18325,Naresj Patel,United States,Oakland,California,94601,West,TEC-AC-10002800,Technology,149.97,3,0,52.4895,82,145,35,113,36.71703812,149.97,110560,101.08
5355,CA-2014-113768,13-05-2014,Standard Class,AH-10030,Aaron Hawkins,United States,Los Angeles,California,90004,West,FUR-CH-10002439,Furniture,279.456,6,0.2,20.9592,93,140,33,104,36.13233937,279.456,110795,101.08
5356,CA-2014-113768,13-05-2014,Standard Class,AH-10030,Aaron Hawkins,United States,Los Angeles,California,90004,West,OFF-PA-10003063,Office Supplies,8,2,0,3.84,84,144,35,111,36.90079406,8,111030,101.07
769,CA-2014-106810,14-05-2014,Standard Class,AJ-10795,Anthony Johnson,United States,Saint Petersburg,Florida,33710,South,FUR-FU-10004306,Furniture,310.88,2,0.2,23.316,91,142,32,101,36.97682657,310.88,111265,101.07
7825,CA-2014-125150,16-05-2014,Standard Class,PW-19030,Pauline Webber,United States,Los Angeles,California,90036,West,FUR-CH-10002439,Furniture,232.88,5,0.2,17.466,86,143,30,107,36.69176225,232.88,111500,101.07
8536,US-2014-163146,16-05-2014,Standard Class,CC-12475,Cindy Chapman,United States,San Francisco,California,94122,West,TEC-AC-10002217,Technology,56.4,3,0,3.384,86,141,30,110,36.48485945,56.4,111735,101.07
3006,CA-2014-148761,17-05-2014,Standard Class,PA-19060,Pete Armstrong,United States,Eau Claire,Wisconsin,54703,Central,OFF-BI-10000666,Office Supplies,91.68,3,0,45.84,94,139,33,112,36.56205102,91.68,111970,101.06
1830,CA-2014-103373,18-05-2014,Standard Class,BS-11755,Bruce Stewart,United States,Cleveland,Ohio,44105,East,TEC-PH-10002885,Technology,779.796,2,0.4,-168.9558,90,145,34,113,36.88755317,779.796,112205,101.06
3201,CA-2014-164224,18-05-2014,Second Class,TT-21070,Ted Trevino,United States,Akron,Ohio,44312,East,FUR-FU-10000308,Furniture,149.232,3,0.2,3.7308,91,139,34,100,36.18953979,149.232,112440,101.05
3202,CA-2014-164224,18-05-2014,Second Class,TT-21070,Ted Trevino,United States,Akron,Ohio,44312,East,OFF-PA-10001526,Office Supplies,15.936,4,0.2,5.7768,81,141,34,109,36.90292832,15.936,112675,101.04
9833,CA-2014-133963,18-05-2014,Second Class,GA-14515,George Ashbrook,United States,Dallas,Texas,75220,Central,OFF-PA-10001526,Office Supplies,3.984,1,0.2,1.4442,91,141,33,102,36.18611849,3.984,112910,101.04
4143,US-2014-107699,19-05-2014,Standard Class,JH-15820,John Huston,United States,Midland,Michigan,48640,Central,OFF-BI-10001249,Office Supplies,57.42,9,0,26.4132,94,142,35,105,36.34945536,57.42,113145,101.04
9603,CA-2014-130155,19-05-2014,First Class,TD-20995,Tamara Dahlen,United States,Virginia Beach,Virginia,23464,South,OFF-SU-10004737,Office Supplies,34.2,5,0,9.234,86,144,33,101,36.92012837,34.2,113380,101.03
2130,US-2014-114188,20-05-2014,Second Class,RF-19345,Randy Ferguson,United States,Dover,New Hampshire,3820,East,OFF-AP-10000124,Office Supplies,33.28,4,0,9.3184,77,105,35,94,36.05526655,33.28,113615,101.03
2131,US-2014-114188,20-05-2014,Second Class,RF-19345,Randy Ferguson,United States,Dover,New Hampshire,3820,East,OFF-AR-10004511,Office Supplies,38.52,9,0,11.9412,82,123,39,105,31.32196242,38.52,113850,101.03
2132,US-2014-114188,20-05-2014,Second Class,RF-19345,Randy Ferguson,United States,Dover,New Hampshire,3820,East,FUR-FU-10000076,Furniture,139.86,7,0,60.1398,73,116,37,101,39.1676683,139.86,114085,101.02
8581,CA-2014-130673,20-05-2014,Second Class,MC-17590,Matt Collister,United States,San Marcos,Texas,78666,Central,FUR-FU-10003489,Furniture,10.332,3,0.6,-5.9409,85,108,39,98,38.40688605,10.332,114320,101.02
8582,CA-2014-130673,20-05-2014,Second Class,MC-17590,Matt Collister,United States,San Marcos,Texas,78666,Central,OFF-PA-10000289,Office Supplies,10.368,2,0.2,3.6288,83,103,38,104,38.09388573,10.368,114555,101.02
8583,CA-2014-130673,20-05-2014,Second Class,MC-17590,Matt Collister,United States,San Marcos,Texas,78666,Central,TEC-AC-10004227,Technology,20.784,2,0.2,-3.6372,76,118,39,104,31.5012455,20.784,114790,101.02
8584,CA-2014-130673,20-05-2014,Second Class,MC-17590,Matt Collister,United States,San Marcos,Texas,78666,Central,OFF-ST-10000636,Office Supplies,66.96,5,0.2,-13.392,73,122,36,103,37.43602975,66.96,115025,101.02
995,CA-2014-117639,21-05-2014,Standard Class,MW-18235,Mitch Willingham,United States,Virginia Beach,Virginia,23464,South,OFF-BI-10003925,Office Supplies,2715.93,7,0,1276.4871,83,118,37,92,31.75173504,2715.93,115260,101.02
996,CA-2014-117639,21-05-2014,Standard Class,MW-18235,Mitch Willingham,United States,Virginia Beach,Virginia,23464,South,TEC-PH-10001530,Technology,617.97,3,0,173.0316,76,119,38,101,36.47232788,617.97,115495,101.02
3079,CA-2014-104780,21-05-2014,Standard Class,BT-11530,Bradley Talbott,United States,San Diego,California,92037,West,OFF-AR-10003514,Office Supplies,31.84,8,0,10.5072,71,116,35,94,37.74811631,31.84,115730,101.01
5877,CA-2014-152443,21-05-2014,Standard Class,FG-14260,Frank Gastineau,United States,Lawrence,Massachusetts,1841,East,OFF-BI-10001071,Office Supplies,447.86,7,0,219.4514,77,122,39,97,37.52111077,447.86,115965,101.01
5878,CA-2014-152443,21-05-2014,Standard Class,FG-14260,Frank Gastineau,United States,Lawrence,Massachusetts,1841,East,OFF-PA-10003022,Office Supplies,17.94,3,0,8.7906,79,105,38,95,35.91531117,17.94,116200,101.01
5879,CA-2014-152443,21-05-2014,Standard Class,FG-14260,Frank Gastineau,United States,Lawrence,Massachusetts,1841,East,OFF-AP-10001293,Office Supplies,245.88,6,0,68.8464,85,109,39,101,35.88822037,245.88,116435,101.01
9792,CA-2014-127166,21-05-2014,Second Class,KH-16360,Katherine Hughes,United States,Houston,Texas,77070,Central,OFF-EN-10003134,Office Supplies,56.064,6,0.2,21.024,78,107,37,92,35.65745797,56.064,116670,101.01
9793,CA-2014-127166,21-05-2014,Second Class,KH-16360,Katherine Hughes,United States,Houston,Texas,77070,Central,FUR-CH-10003396,Furniture,107.772,2,0.3,-29.2524,72,120,36,105,32.57575379,107.772,116905,101.02
9794,CA-2014-127166,21-05-2014,Second Class,KH-16360,Katherine Hughes,United States,Houston,Texas,77070,Central,OFF-PA-10001560,Office Supplies,4.832,1,0.2,1.6308,79,120,36,90,30.17091589,4.832,117140,101.02
9795,CA-2014-127166,21-05-2014,Second Class,KH-16360,Katherine Hughes,United States,Houston,Texas,77070,Central,OFF-BI-10000977,Office Supplies,18.24,3,0.8,-31.008,72,117,35,98,36.14208098,18.24,117375,101.02
3268,CA-2014-143840,22-05-2014,Standard Class,EH-14185,Evan Henry,United States,Decatur,Alabama,35601,South,TEC-PH-10002660,Technology,135.98,2,0,33.995,80,102,36,101,35.75658178,135.98,117610,101.03
3269,CA-2014-143840,22-05-2014,Standard Class,EH-14185,Evan Henry,United States,Decatur,Alabama,35601,South,TEC-PH-10003171,Technology,44.95,1,0,12.586,84,122,36,104,35.34429894,44.95,117845,101.03
608,US-2014-105767,23-05-2014,Standard Class,AR-10510,Andrew Roberts,United States,Philadelphia,Pennsylvania,19134,East,OFF-BI-10000848,Office Supplies,3.282,2,0.7,-2.6256,73,117,38,105,36.63661183,3.282,118080,101.02
609,US-2014-105767,23-05-2014,Standard Class,AR-10510,Andrew Roberts,United States,Philadelphia,Pennsylvania,19134,East,OFF-AR-10001246,Office Supplies,21.168,9,0.2,2.3814,83,101,38,101,35.22087985,21.168,118315,101.02
610,US-2014-105767,23-05-2014,Standard Class,AR-10510,Andrew Roberts,United States,Philadelphia,Pennsylvania,19134,East,TEC-PH-10003092,Technology,55.188,2,0.4,-10.1178,84,118,12,93,36.59914243,55.188,118550,101.02
6628,CA-2014-138513,23-05-2014,Standard Class,EH-13990,Erica Hackney,United States,Bellevue,Washington,98006,West,OFF-PA-10003177,Office Supplies,12.96,2,0,6.2208,82,119,16,62,36.85198206,12.96,118785,101.03
7011,US-2014-135881,23-05-2014,Standard Class,GT-14710,Greg Tran,United States,New York City,New York,10035,East,OFF-BI-10000829,Office Supplies,17.96,5,0.2,5.837,75,116,12,63,36.60305972,17.96,119020,101.03
7012,US-2014-135881,23-05-2014,Standard Class,GT-14710,Greg Tran,United States,New York City,New York,10035,East,OFF-SU-10003002,Office Supplies,5.04,2,0,0.1512,75,116,14,88,36.62247102,5.04,119255,101.03
7013,US-2014-135881,23-05-2014,Standard Class,GT-14710,Greg Tran,United States,New York City,New York,10035,East,OFF-AP-10002118,Office Supplies,208.16,1,0,56.2032,80,118,13,71,36.44457984,208.16,119490,101.04
2704,CA-2014-143413,24-05-2014,Standard Class,RP-19390,Resi Pölking,United States,Baltimore,Maryland,21215,East,OFF-PA-10002319,Office Supplies,116.28,3,0,56.9772,82,120,12,67,36.8026703,116.28,119725,101.04
1819,US-2014-130379,25-05-2014,Standard Class,JL-15235,Janet Lee,United States,Chicago,Illinois,60623,Central,OFF-AP-10001394,Office Supplies,75.6,2,0.8,-166.32,82,125,16,94,36.87333461,75.6,119960,101.05
1820,US-2014-130379,25-05-2014,Standard Class,JL-15235,Janet Lee,United States,Chicago,Illinois,60623,Central,FUR-FU-10002553,Furniture,29.32,2,0.6,-24.189,84,125,15,97,36.47892055,29.32,120195,101.06
9441,CA-2014-100391,25-05-2014,Standard Class,BW-11065,Barry Weirich,United States,New York City,New York,10035,East,OFF-PA-10001471,Office Supplies,14.62,2,0,6.7252,81,122,12,77,37.19984607,14.62,120430,101.06
1611,CA-2014-156349,26-05-2014,Standard Class,ML-17395,Marina Lichtenstein,United States,Los Angeles,California,90008,West,FUR-BO-10000362,Furniture,290.666,2,0.15,27.3568,75,116,16,71,36.63592773,290.666,120665,101.06
1612,CA-2014-156349,26-05-2014,Standard Class,ML-17395,Marina Lichtenstein,United States,Los Angeles,California,90008,West,TEC-PH-10000441,Technology,201.584,2,0.2,20.1584,76,117,13,99,36.99986516,201.584,120900,101.06
1613,CA-2014-156349,26-05-2014,Standard Class,ML-17395,Marina Lichtenstein,United States,Los Angeles,California,90008,West,TEC-PH-10002726,Technology,83.984,2,0.2,31.494,82,120,15,68,36.53852525,83.984,121135,101.07
